"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment"
"11683",9,"1) $0 - $100",52.65,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11684",11,"5) $500 - $750",594.98,0,1,"Rural",1,"Multichannel","Mens E-Mail",1,0,0,1
"11685",7,"1) $0 - $100",55.47,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11686",11,"3) $200 - $350",222.35,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11687",1,"2) $100 - $200",171.18,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11688",5,"1) $0 - $100",34.06,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11689",5,"1) $0 - $100",29.99,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11690",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11691",3,"2) $100 - $200",170.66,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"11692",7,"6) $750 - $1,000",782.71,1,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11693",2,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11694",10,"5) $500 - $750",595.01,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11695",6,"3) $200 - $350",220.82,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"11696",6,"2) $100 - $200",109.73,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11697",2,"1) $0 - $100",80.5,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11698",11,"4) $350 - $500",366.25,1,0,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11699",4,"4) $350 - $500",489.59,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11700",2,"2) $100 - $200",114.42,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"11701",6,"4) $350 - $500",384.66,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11702",2,"1) $0 - $100",43.91,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11703",5,"4) $350 - $500",464.7,1,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"11704",9,"2) $100 - $200",124.17,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11705",6,"2) $100 - $200",107.83,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"11706",8,"2) $100 - $200",117.86,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11707",8,"1) $0 - $100",38.61,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11708",1,"4) $350 - $500",492.8,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"11709",12,"2) $100 - $200",145.8,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"11710",9,"1) $0 - $100",70.15,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11711",10,"2) $100 - $200",196.03,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11712",1,"1) $0 - $100",95.68,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11713",8,"1) $0 - $100",53.23,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11714",2,"1) $0 - $100",72.53,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11715",10,"1) $0 - $100",68,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11716",1,"1) $0 - $100",86.71,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11717",2,"2) $100 - $200",102.04,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11718",9,"2) $100 - $200",123.04,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11719",7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11720",8,"5) $500 - $750",559.42,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11721",12,"1) $0 - $100",72.97,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"11722",5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11723",2,"2) $100 - $200",148.92,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11724",2,"5) $500 - $750",636.54,1,1,"Rural",1,"Multichannel","No E-Mail",0,0,0,0
"11725",3,"2) $100 - $200",180.71,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11726",10,"2) $100 - $200",114.71,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11727",6,"1) $0 - $100",50.49,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11728",4,"5) $500 - $750",582.61,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11729",6,"3) $200 - $350",202.71,0,1,"Surburban",0,"Web","No E-Mail",1,0,0,0
"11730",10,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11731",1,"1) $0 - $100",83.29,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"11732",4,"7) $1,000 +",1378.95,1,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0
"11733",9,"3) $200 - $350",206.95,1,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11734",2,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"11735",2,"1) $0 - $100",78.86,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11736",2,"1) $0 - $100",56.86,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11737",8,"1) $0 - $100",88.04,1,0,"Urban",1,"Web","No E-Mail",1,0,0,0
"11738",10,"3) $200 - $350",214.7,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11739",1,"7) $1,000 +",1026.69,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11740",5,"2) $100 - $200",129.2,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11741",5,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11742",10,"2) $100 - $200",181.66,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"11743",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11744",2,"2) $100 - $200",197.27,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11745",8,"1) $0 - $100",68.82,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11746",1,"4) $350 - $500",411.48,1,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"11747",9,"2) $100 - $200",118,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,1
"11748",1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11749",1,"4) $350 - $500",420.76,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11750",1,"3) $200 - $350",308.22,1,0,"Surburban",0,"Multichannel","No E-Mail",1,0,0,0
"11751",3,"2) $100 - $200",130.54,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"11752",9,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11753",10,"1) $0 - $100",43.94,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11754",4,"2) $100 - $200",113.65,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11755",7,"1) $0 - $100",75.74,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11756",9,"2) $100 - $200",165.12,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11757",4,"2) $100 - $200",189.78,0,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"11758",9,"2) $100 - $200",164.99,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11759",10,"2) $100 - $200",101.89,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"11760",4,"3) $200 - $350",283.5,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11761",6,"2) $100 - $200",157.58,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11762",2,"1) $0 - $100",98.12,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11763",10,"1) $0 - $100",40.89,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11764",6,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11765",8,"1) $0 - $100",72.7,1,0,"Urban",0,"Phone","Mens E-Mail",1,0,0,1
"11766",2,"5) $500 - $750",662.25,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"11767",10,"2) $100 - $200",144.94,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11768",7,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11769",4,"1) $0 - $100",79.38,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11770",1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"11771",3,"6) $750 - $1,000",790.89,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11772",9,"2) $100 - $200",124.62,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11773",4,"2) $100 - $200",100.21,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11774",10,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11775",6,"1) $0 - $100",58.47,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11776",3,"2) $100 - $200",177.08,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0
"11777",3,"2) $100 - $200",156.55,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11778",10,"1) $0 - $100",53.68,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11779",4,"1) $0 - $100",40.53,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11780",5,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11781",5,"4) $350 - $500",446.86,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11782",1,"6) $750 - $1,000",800.72,0,1,"Rural",1,"Multichannel","Mens E-Mail",0,0,0,1
"11783",2,"6) $750 - $1,000",757.37,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11784",10,"5) $500 - $750",606.57,1,0,"Urban",1,"Multichannel","No E-Mail",1,0,0,0
"11785",5,"1) $0 - $100",71.72,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"11786",6,"2) $100 - $200",102.43,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11787",10,"2) $100 - $200",102.55,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11788",9,"1) $0 - $100",95.41,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11789",3,"3) $200 - $350",231.41,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"11790",9,"3) $200 - $350",258.49,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11791",9,"2) $100 - $200",150.72,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11792",10,"3) $200 - $350",278.76,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11793",7,"3) $200 - $350",221.24,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"11794",5,"5) $500 - $750",588.51,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0
"11795",11,"5) $500 - $750",533.83,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11796",1,"1) $0 - $100",46.85,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11797",5,"1) $0 - $100",54.96,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11798",12,"1) $0 - $100",46.44,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11799",1,"1) $0 - $100",98.69,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11800",10,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11801",10,"1) $0 - $100",75.42,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11802",9,"4) $350 - $500",366.39,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11803",2,"3) $200 - $350",228.93,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11804",4,"1) $0 - $100",69.21,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11805",6,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11806",11,"4) $350 - $500",358.77,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11807",7,"1) $0 - $100",47.36,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11808",2,"2) $100 - $200",195.73,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11809",12,"1) $0 - $100",94.28,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11810",2,"4) $350 - $500",449.51,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"11811",1,"7) $1,000 +",1207.77,1,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11812",10,"4) $350 - $500",352.23,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11813",10,"1) $0 - $100",35.26,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11814",3,"2) $100 - $200",169.71,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11815",6,"3) $200 - $350",321.81,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1
"11816",6,"3) $200 - $350",206.77,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11817",9,"1) $0 - $100",62.5,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11818",4,"1) $0 - $100",52.89,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11819",3,"2) $100 - $200",179.33,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11820",3,"1) $0 - $100",37.68,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11821",6,"2) $100 - $200",144.07,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11822",5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11823",5,"1) $0 - $100",69.52,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"11824",6,"6) $750 - $1,000",922.12,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11825",9,"3) $200 - $350",251.86,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"11826",10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11827",6,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11828",10,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11829",11,"1) $0 - $100",34.41,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"11830",6,"4) $350 - $500",356.59,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11831",9,"2) $100 - $200",141.58,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11832",5,"6) $750 - $1,000",777.95,1,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11833",1,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11834",3,"3) $200 - $350",208,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"11835",10,"3) $200 - $350",201.33,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11836",3,"2) $100 - $200",132.47,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11837",2,"2) $100 - $200",163.23,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11838",10,"1) $0 - $100",41.37,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11839",12,"4) $350 - $500",406.78,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11840",2,"1) $0 - $100",89.96,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11841",9,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11842",8,"3) $200 - $350",348.69,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
"11843",10,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11844",1,"4) $350 - $500",357.01,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11845",4,"1) $0 - $100",46.94,1,0,"Rural",1,"Web","No E-Mail",0,0,0,0
"11846",9,"2) $100 - $200",120.72,1,0,"Rural",1,"Web","Mens E-Mail",0,0,0,1
"11847",6,"1) $0 - $100",63.48,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11848",1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11849",8,"1) $0 - $100",97.57,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11850",2,"2) $100 - $200",103.93,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11851",1,"2) $100 - $200",193.42,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11852",2,"5) $500 - $750",524.81,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11853",3,"2) $100 - $200",133.15,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11854",10,"2) $100 - $200",141.8,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"11855",4,"3) $200 - $350",225.17,1,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11856",8,"1) $0 - $100",66.07,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11857",12,"2) $100 - $200",122.67,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11858",1,"5) $500 - $750",511.53,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1
"11859",4,"3) $200 - $350",258.16,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11860",10,"1) $0 - $100",40.54,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11861",4,"3) $200 - $350",233.23,0,1,"Rural",0,"Web","No E-Mail",1,0,0,0
"11862",11,"2) $100 - $200",186.56,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"11863",9,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11864",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11865",3,"6) $750 - $1,000",809.9,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
"11866",2,"1) $0 - $100",51.23,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11867",10,"2) $100 - $200",147.5,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11868",2,"5) $500 - $750",661.48,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11869",7,"1) $0 - $100",36.59,0,1,"Rural",0,"Web","No E-Mail",0,0,0,0
"11870",9,"2) $100 - $200",197.92,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11871",6,"1) $0 - $100",68.35,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"11872",2,"2) $100 - $200",108.75,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11873",9,"1) $0 - $100",42.12,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11874",2,"3) $200 - $350",212.76,1,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11875",8,"2) $100 - $200",106.36,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11876",5,"1) $0 - $100",45.34,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1
"11877",11,"3) $200 - $350",286.83,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11878",1,"1) $0 - $100",82.05,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,1
"11879",1,"4) $350 - $500",486.48,1,0,"Urban",0,"Web","Mens E-Mail",1,1,32.51,1
"11880",11,"1) $0 - $100",87.98,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"11881",6,"1) $0 - $100",87.41,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11882",3,"1) $0 - $100",50.72,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11883",5,"3) $200 - $350",254.77,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11884",7,"1) $0 - $100",60.81,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11885",5,"2) $100 - $200",100.11,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11886",2,"4) $350 - $500",441.22,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11887",7,"1) $0 - $100",92.47,1,0,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11888",8,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11889",12,"4) $350 - $500",365.6,1,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1
"11890",4,"5) $500 - $750",598.85,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11891",5,"2) $100 - $200",136.88,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11892",8,"5) $500 - $750",501.95,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11893",2,"3) $200 - $350",316.71,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0
"11894",4,"1) $0 - $100",62.37,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1
"11895",9,"2) $100 - $200",181.5,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11896",8,"3) $200 - $350",325.15,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11897",10,"2) $100 - $200",138.16,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0
"11898",11,"1) $0 - $100",75.75,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11899",9,"1) $0 - $100",97.41,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11900",1,"4) $350 - $500",397.84,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0
"11901",1,"2) $100 - $200",112.72,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0
"11902",12,"3) $200 - $350",331.24,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1
"11903",8,"2) $100 - $200",172.11,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11904",5,"1) $0 - $100",29.99,0,1,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11905",9,"2) $100 - $200",122.1,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0
"11906",5,"1) $0 - $100",29.99,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11907",5,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11908",8,"1) $0 - $100",67.21,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0
"11909",1,"2) $100 - $200",132.18,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11910",1,"4) $350 - $500",470.45,1,1,"Rural",0,"Web","Mens E-Mail",1,0,0,1
"11911",9,"2) $100 - $200",187.97,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0
"11912",1,"6) $750 - $1,000",882.35,1,0,"Surburban",1,"Multichannel","Mens E-Mail",1,0,0,1
"11913",2,"1) $0 - $100",29.99,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1
"11914",12,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11915",10,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11916",3,"1) $0 - $100",75.98,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0
"11917",1,"2) $100 - $200",129.79,1,0,"Surburban",0,"Web","Mens E-Mail",1,0,0,1
"11918",3,"3) $200 - $350",205.42,0,1,"Surburban",0,"Web","No E-Mail",1,0,0,0
"11919",7,"1) $0 - $100",64.98,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11920",6,"6) $750 - $1,000",757.76,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11921",1,"1) $0 - $100",65.6,1,0,"Urban",1,"Web","No E-Mail",1,0,0,0
"11922",6,"1) $0 - $100",56.32,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11923",10,"1) $0 - $100",37.39,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1
"11924",2,"3) $200 - $350",202.17,0,1,"Surburban",0,"Web","Mens E-Mail",1,1,29.99,1
"11925",7,"2) $100 - $200",164.1,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11926",12,"1) $0 - $100",52.64,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11927",1,"2) $100 - $200",176.52,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1
"11928",2,"1) $0 - $100",30.35,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11929",5,"3) $200 - $350",313.37,1,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1
"11930",3,"4) $350 - $500",429.5,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11931",2,"3) $200 - $350",261.29,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11932",12,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0
"11933",5,"1) $0 - $100",68.82,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11934",5,"3) $200 - $350",212.69,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0
"11935",2,"2) $100 - $200",100.87,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11936",10,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0
"11937",2,"1) $0 - $100",96.44,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0
"11938",5,"1) $0 - $100",98.92,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11939",4,"1) $0 - $100",39.96,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1
"11940",10,"1) $0 - $100",37.43,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0
"11941",6,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1
"11942",4,"4) $350 - $500",458.36,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1
"11943",5,"1) $0 - $100",32.3,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1
"11944",3,"5) $500 - $750",577.79,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1
"11945",3,"1) $0 - $100",53.79,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11946",10,"4) $350 - $500",402.24,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1
"11947",1,"6) $750 - $1,000",775.93,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0
"11948",8,"4) $350 - $500",401.32,0,1,"Urban",0,"Multichannel","Mens E-Mail",1,0,0,1
