"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment","obs_rate_c","obs_rate_t","random_number"
"4355",3,"1) $0 - $100",69.67,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.78241845080629
"4356",10,"1) $0 - $100",73.33,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.300053164595738
"4357",2,"3) $200 - $350",222.46,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.473273857729509
"4358",9,"3) $200 - $350",285.41,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.0155781011562794
"4359",2,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.670050831045955
"4360",3,"2) $100 - $200",145.76,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.0640094107948244
"4361",10,"1) $0 - $100",84.4,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.767458748770878
"4362",11,"5) $500 - $750",579.76,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.543645279482007
"4363",3,"2) $100 - $200",168.83,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.574971046298742
"4364",9,"3) $200 - $350",207.39,1,1,"Rural",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.896575366146863
"4365",4,"2) $100 - $200",135.09,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.782610866939649
"4366",11,"3) $200 - $350",280.37,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.481452158419415
"4367",7,"3) $200 - $350",257.63,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.576061165891588
"4368",2,"6) $750 - $1,000",785.92,1,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.0908959854859859
"4369",12,"1) $0 - $100",75.44,1,0,"Urban",0,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.167463864898309
"4370",1,"2) $100 - $200",106.9,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.0317885812837631
"4371",5,"2) $100 - $200",131.39,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0283742125611752
"4372",4,"2) $100 - $200",134.1,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.19453017693013
"4373",4,"3) $200 - $350",337.03,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.580930454889312
"4374",8,"4) $350 - $500",398.54,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.19961941242218
"4375",7,"1) $0 - $100",33.32,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.923174172407016
"4376",10,"3) $200 - $350",289.99,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.080037692328915
"4377",9,"1) $0 - $100",88.07,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.822587467264384
"4378",3,"1) $0 - $100",29.99,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.0883712063077837
"4379",12,"1) $0 - $100",58.61,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.847158922348171
"4380",3,"1) $0 - $100",90.73,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.280171511694789
"4381",10,"1) $0 - $100",62.09,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.0360772411804646
"4382",3,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.787141495617107
"4383",1,"4) $350 - $500",499.34,1,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.474707599030808
"4384",1,"2) $100 - $200",178.37,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.331623951438814
"4385",9,"1) $0 - $100",30.63,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.398023697314784
"4386",3,"3) $200 - $350",290.95,1,0,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.995940973516554
"4387",3,"1) $0 - $100",71.82,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.678489539539441
"4388",1,"3) $200 - $350",270.02,1,1,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.250235347775742
"4389",4,"3) $200 - $350",210.06,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.119236228987575
"4390",3,"2) $100 - $200",186,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.762247449019924
"4391",2,"3) $200 - $350",332.15,1,0,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.207215846050531
"4392",7,"2) $100 - $200",145.27,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.495172490365803
"4393",5,"2) $100 - $200",199.22,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.157243579160422
"4394",12,"1) $0 - $100",84.7,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.316689323168248
"4395",4,"2) $100 - $200",173.34,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.222468635300174
"4396",9,"2) $100 - $200",152.19,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.172911806497723
"4397",9,"3) $200 - $350",276.01,0,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.284868513699621
"4398",10,"2) $100 - $200",142.93,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.866331831086427
"4399",4,"5) $500 - $750",504.98,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.401312458794564
"4400",12,"1) $0 - $100",79.32,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.2516354622785
"4401",11,"3) $200 - $350",337.2,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.859675645129755
"4402",4,"2) $100 - $200",182.69,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.215222623432055
"4403",5,"2) $100 - $200",182.89,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.389000087510794
"4404",2,"3) $200 - $350",254.82,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.409980691736564
"4405",10,"1) $0 - $100",59.77,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.499235281953588
"4406",11,"4) $350 - $500",412.54,1,0,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.569833203917369
"4407",10,"4) $350 - $500",384.36,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.643794438336045
"4408",3,"2) $100 - $200",184.45,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.487775045447052
"4409",4,"4) $350 - $500",360.56,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.121212001889944
"4410",3,"2) $100 - $200",148.96,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.36614610417746
"4411",12,"3) $200 - $350",260.98,1,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.281148678390309
"4412",6,"7) $1,000 +",1264.13,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.824466098565608
"4413",11,"3) $200 - $350",255.51,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.616896437481046
"4414",7,"4) $350 - $500",445.8,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.0121429462451488
"4415",8,"2) $100 - $200",175.27,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.968019262189046
"4416",12,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.282971344189718
"4417",4,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.790084261680022
"4418",8,"2) $100 - $200",123.91,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.726997182704508
"4419",1,"5) $500 - $750",581.15,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.68729146849364
"4420",12,"4) $350 - $500",355.7,1,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0779124535620213
"4421",2,"3) $200 - $350",208.64,1,0,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.822907252935693
"4422",3,"4) $350 - $500",419.69,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.503201594110578
"4423",11,"1) $0 - $100",30.31,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.676635087234899
"4424",9,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.728933826787397
"4425",11,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.25721885310486
"4426",10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.88797029806301
"4427",1,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.0166538471821696
"4428",3,"2) $100 - $200",147.13,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.138627071399242
"4429",1,"7) $1,000 +",1248.24,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.6072355392389
"4430",9,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.164754412369803
"4431",10,"1) $0 - $100",45.49,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.423491997411475
"4432",11,"1) $0 - $100",44.2,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.622869666432962
"4433",5,"3) $200 - $350",215.61,0,1,"Rural",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.186499061062932
"4434",9,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.283529730048031
"4435",10,"1) $0 - $100",29.99,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.55975952418521
"4436",8,"3) $200 - $350",213.06,0,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.37222634581849
"4437",5,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.428083806764334
"4438",3,"3) $200 - $350",215.61,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.0598739678971469
"4439",10,"3) $200 - $350",339.9,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0130950470920652
"4440",8,"2) $100 - $200",184.04,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.075510726775974
"4441",8,"2) $100 - $200",150.73,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.144131225533783
"4442",7,"3) $200 - $350",328.61,1,0,"Urban",0,"Phone","No E-Mail",1,0,0,0,0.5,1,0.188332286197692
"4443",9,"3) $200 - $350",206.51,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.50976939778775
"4444",3,"2) $100 - $200",102.53,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.361000544857234
"4445",7,"3) $200 - $350",270.75,1,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.212922992650419
"4446",11,"3) $200 - $350",211.4,1,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.00504956650547683
"4447",5,"2) $100 - $200",144.14,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.19415343599394
"4448",1,"3) $200 - $350",311.47,1,0,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.23749127285555
"4449",3,"2) $100 - $200",150.6,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.446820315439254
"4450",2,"2) $100 - $200",179.69,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.835312024690211
"4451",1,"5) $500 - $750",614.76,0,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.675309781217948
"4452",1,"2) $100 - $200",179.4,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.46851205592975
"4453",2,"2) $100 - $200",185.75,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.641204560408369
"4454",5,"1) $0 - $100",85.73,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.26777432160452
"4455",7,"4) $350 - $500",358.51,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.652255408000201
"4456",8,"1) $0 - $100",40.77,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.905251717427745
"4457",4,"3) $200 - $350",324.24,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.343831697944552
"4458",4,"1) $0 - $100",76.93,0,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.554006039863452
"4459",1,"3) $200 - $350",349.83,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.840795951429754
"4460",11,"1) $0 - $100",57.78,0,1,"Urban",0,"Web","Mens E-Mail",1,0,0,1,1,0.5,0.432843617163599
"4461",2,"4) $350 - $500",438.83,0,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.127538817701861
"4462",8,"2) $100 - $200",159.71,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.354568507755175
"4463",12,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.690532356733456
"4464",7,"3) $200 - $350",334.18,1,1,"Surburban",0,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.0890764552168548
"4465",12,"1) $0 - $100",53.13,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0183682318311185
"4466",10,"2) $100 - $200",145.93,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.459529814776033
"4467",2,"2) $100 - $200",194.63,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.0234550810419023
"4468",5,"2) $100 - $200",129.95,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.276123639661819
"4469",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.787265425315127
"4470",7,"6) $750 - $1,000",817.54,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.414535546675324
"4471",10,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.365452591329813
"4472",2,"5) $500 - $750",539.79,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.52999607892707
"4473",10,"2) $100 - $200",187.45,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.184139814693481
"4474",8,"1) $0 - $100",59.05,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.473440378438681
"4475",4,"1) $0 - $100",35.9,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.740667608100921
"4476",1,"4) $350 - $500",405.5,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.383153280708939
"4477",6,"1) $0 - $100",29.99,0,1,"Rural",0,"Web","Mens E-Mail",0,0,0,1,1,0.5,0.42178361187689
"4478",3,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.379292584955692
"4479",1,"3) $200 - $350",324.86,1,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.817499372176826
"4480",3,"1) $0 - $100",38.91,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.452404592186213
"4481",8,"4) $350 - $500",484.61,1,0,"Rural",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.409256897401065
"4482",10,"2) $100 - $200",195.32,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.463011815911159
"4483",1,"3) $200 - $350",292.24,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.0175149505957961
"4484",11,"1) $0 - $100",44.4,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.0285889653023332
"4485",11,"1) $0 - $100",58.06,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.879167085746303
"4486",10,"1) $0 - $100",37.83,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.310912255430594
"4487",10,"3) $200 - $350",247.03,1,0,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.231356615200639
"4488",2,"4) $350 - $500",466.78,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.968817543238401
"4489",11,"2) $100 - $200",167.47,1,0,"Surburban",0,"Phone","No E-Mail",1,0,0,0,1,0.5,0.394525400362909
"4490",3,"5) $500 - $750",584.37,0,1,"Surburban",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.415737971896306
"4491",7,"2) $100 - $200",159.11,1,0,"Urban",0,"Phone","No E-Mail",1,0,0,0,1,0.5,0.230066100135446
"4492",6,"1) $0 - $100",73.54,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.246414043474942
"4493",2,"3) $200 - $350",335.39,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.671022893395275
"4494",6,"2) $100 - $200",114.25,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.817557992646471
"4495",12,"1) $0 - $100",39.59,1,0,"Rural",1,"Web","No E-Mail",1,0,0,0,1,0.5,0.527865154203027
"4496",9,"1) $0 - $100",41.84,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.00432121870107949
"4497",9,"1) $0 - $100",53.59,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.891524692298844
"4498",10,"3) $200 - $350",261.33,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.27271850570105
"4499",6,"3) $200 - $350",312.52,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.355473512550816
"4500",3,"2) $100 - $200",177.03,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,0.5,1,0.29678549640812
"4501",10,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.637264982098714
"4502",1,"2) $100 - $200",145.01,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.115787985967472
"4503",10,"1) $0 - $100",31.15,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.318696769187227
"4504",11,"3) $200 - $350",218.83,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.00355372065678239
"4505",10,"4) $350 - $500",464.02,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.431541091296822
"4506",5,"2) $100 - $200",133.82,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.707643448840827
"4507",1,"1) $0 - $100",34.57,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.44238641182892
"4508",1,"3) $200 - $350",205.99,1,0,"Surburban",1,"Phone","No E-Mail",1,0,0,0,0.5,1,0.0558620779775083
"4509",3,"3) $200 - $350",298.78,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.425925267394632
"4510",1,"1) $0 - $100",88.72,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.409294650191441
"4511",3,"4) $350 - $500",364.63,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.948468864429742
"4512",4,"4) $350 - $500",491.65,0,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.199881391366944
"4513",10,"1) $0 - $100",51.47,1,0,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.0152064280118793
"4514",4,"1) $0 - $100",64.35,1,0,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.194542352342978
"4515",3,"2) $100 - $200",177.14,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.140566861955449
"4516",8,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.295266494387761
"4517",6,"3) $200 - $350",224.94,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.770081392955035
"4518",2,"6) $750 - $1,000",794.47,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.0746559631079435
"4519",9,"4) $350 - $500",472.15,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,0.5,1,0.902580661699176
"4520",11,"1) $0 - $100",68.79,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.132939633214846
"4521",5,"3) $200 - $350",242.36,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.210826043738052
"4522",10,"1) $0 - $100",72.24,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.155160397989675
"4523",6,"3) $200 - $350",215.78,1,1,"Surburban",0,"Multichannel","Mens E-Mail",1,0,0,1,0.5,1,0.0545086625497788
"4524",4,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.71476643695496
"4525",1,"3) $200 - $350",313.68,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,0.5,1,0.415253583807498
"4526",6,"2) $100 - $200",165.52,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.964547799900174
"4527",6,"3) $200 - $350",225.65,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.323186414316297
"4528",2,"5) $500 - $750",530.43,0,1,"Rural",1,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.477470298530534
"4529",2,"3) $200 - $350",254.57,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.973082080483437
"4530",7,"2) $100 - $200",173.9,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.970346544636413
"4531",2,"5) $500 - $750",515.48,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.91293630306609
"4532",11,"3) $200 - $350",202.78,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.942761225393042
"4533",3,"2) $100 - $200",163.35,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.671355518978089
"4534",6,"1) $0 - $100",67.58,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,1,0.5,0.104686621809378
"4535",1,"4) $350 - $500",411.71,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.666370978811756
"4536",2,"7) $1,000 +",1076.05,1,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.507048615720123
"4537",2,"4) $350 - $500",427.59,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,0.5,1,0.102820010390133
"4538",2,"1) $0 - $100",76.22,0,1,"Urban",0,"Web","No E-Mail",1,0,0,0,0.5,1,0.00822823494672775
"4539",4,"2) $100 - $200",192.03,1,0,"Rural",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.987331719370559
"4540",3,"3) $200 - $350",252.41,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.478377166436985
"4541",12,"2) $100 - $200",111.61,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.913625507615507
"4542",4,"1) $0 - $100",43.55,1,0,"Urban",0,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.444613507715985
"4543",4,"2) $100 - $200",103.64,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.377445998601615
"4544",3,"1) $0 - $100",29.99,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.231293449178338
"4545",10,"4) $350 - $500",409.82,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.3226196996402
"4546",10,"1) $0 - $100",76.95,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,1,0.5,0.00273815705440938
"4547",1,"5) $500 - $750",540.21,0,1,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.652651750715449
"4548",10,"2) $100 - $200",164.39,0,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,1,0.5,0.373402920551598
"4549",1,"1) $0 - $100",51.34,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.150197556009516
"4550",4,"5) $500 - $750",741.36,1,1,"Surburban",1,"Multichannel","No E-Mail",1,0,0,0,0.5,1,0.247785312123597
"4551",2,"2) $100 - $200",107.33,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.418712256476283
"4552",1,"1) $0 - $100",62.35,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.938667655456811
"4553",2,"4) $350 - $500",482.27,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1,0.5,1,0.566079940181226
"4554",10,"3) $200 - $350",342.71,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,0.5,1,0.832588874036446
"4555",6,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,1,0.5,0.0334531578700989
"4556",9,"1) $0 - $100",99.22,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,1,0.5,0.552888023667037
"4557",9,"6) $750 - $1,000",942.36,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,0.5,1,0.348931327462196
"4558",7,"3) $200 - $350",262.08,0,1,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,0.5,1,0.150707897497341
"4559",1,"4) $350 - $500",412.22,1,1,"Urban",1,"Multichannel","Mens E-Mail",0,0,0,1,0.5,1,0.454622856806964
"4560",5,"1) $0 - $100",80.82,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.04196837102063
"4561",1,"7) $1,000 +",1150.41,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,0.5,1,0.123050653608516
"4562",6,"1) $0 - $100",75.44,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.0817428403533995
"4563",8,"2) $100 - $200",194.71,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,1,0.5,0.158188350964338
